profile_id,profile_text
-733,"Global COO/CMO - O.co/EverybodyActs/YelpResiding at:250 W 100 3rd StreetNew Orleans, LA 70110Properties:6th Floor - Mr. Caruso & Co LLC5000 Riverside Blvd. #ANew Orleans, LA 70119"
-732,"Hi! First of all, I'm the host of this airbnb, and I work full-time in an elementary school teaching reading to 3rd graders. I'm always available and available for questions, but I am also a pretty hands-off host. I like to think that my home is welcoming, clean, and comfortable for my guests..."
-731,"I am an associate executive who spends a lot of time outside. My current passion is Travel. I've been to 14 different countries so far, and counting. I love seeing new sights and hearing people's stories."
-730,"I am friendly, kind and  productive.  I love cooking Indian food and Thai food.  And love to try different cuisines.  I am a social person and I enjoy meeting new people."
-729,I am originally from Italy. I have lived in Oklahoma since 1998. I grew up on a farm in Oklahoma City and I went to college in Niwot.  I love traveling and exploring the world.
-728,"We are young professionals who love to travel. We look forward to welcoming you to our place. We've rented out our home on AirBnB for several years now and as we kept our rentals classy and clean, we got to thinking: why don't we do the same for you?"
-727,"We have been married 24 years and we are living in Chicago, we enjoy traveling and we have a dog that we own, we love to host people in our place."
-726,"Janet is a Colorado native, and Melissa grew up in Louisville, KY. A bit of a foodie, we really enjoy hosting guests at our home and make sure they are comfortable, out of the way, and away from home. We would love to make their stay in Boulder as enjoyable as possible!"
-725,"Hi I'm Zach .  I live in Austin, TX with my wife and our two sons. I love to travel and stay in airbnb.  I also work as a child guidance counselor and coach at a small school."
-724,Hi I'm David. I was born and raised in San Antonio.  My team and I have lived in 45 different places in the last 25 years. We love this city and feel as though we have come home.  It’s a pleasure to host you at our home!
-723,"Hello! My name is Sandy. I'm 38 years old,I'm married and have a 2 year old toddler.I'm a mom to a high school sweet girl, and I own a small food truck.My thing is family so I look to be responsive to all of my guests."
-722,I'm a business owner in the hospitality industry. I love showing off the city of Philadelphia to the world.   I love traveling too and look forward to entertaining guests as often as I travel!
-721,"Hi, I'm Jane.  I LOVE Seattle. I take full advantage of it when I travel and love using the city to refuel when I'm sleeping.  I also love to hike, kayak, and ski. I'm laid back and good with people."
-720,"Up to 12 bedrooms available for vacation rental in San Diego! Location is the most important thing for you, please take note we are in a place easy to get around."
-719,"I am a mom of a six year old boy. I love gardening, exploring, and exploring. I am very outdoorsy, having a lovely garden in our gated backyard. We also have one attached guest cottage to our two & a half bedroom house available for you to rent."
-718,I recently bought this house and enjoy it as if it was mine and are always available to do anything to help out! I've gone above and beyond to ensure the home provides the best experience for our guests. Welcome!
-717,Been in Milwaukee for the past 15 years and still have a love for the city. Work in retail business and love the outdoors and diving in the lake when there is time. I'm a bit of a foodie so enjoy grabbing crazy food on the road and can recommend places to go!
-716,My husband and I love travelling and meeting new people.  We have one beautiful baby daughter and an older son.  My husband is retired and I'm a who likes to exercise regularly and I do yoga.  We’re happy to accommodate all types of guests and hope that you will stay with us.
-715,I am always open to make any improvements for the best customer care always coming my way. I am clean and respectful and will be there to take care of you and your experience. Have a nice stay !
-714,"We love being Airbnb hosts and we are very excited to meet people from all over the world. We believe we offer a great value for our guests and love meeting people visiting the city we love in this magical city in Phoenix, AZ."
-713,"Hi! I'm Dave. I'm a San Jose Bay Area transplant in the tech industry, and in love with this city. I'm also an experienced Airbnb Superhost from Seattle, so you'll see that I went the extra mile to make my properties feel right at home. I hope you enjoy your stay with us!"
-712,"I am a dear, friendly and caring wife, mother and sister. I enjoy working out in the gym, travel, cooking and taking photos of wild cats in the Columbia Basin of East New Orleans."
-711,Hello! I'm Verna and this is a lovely place to be staying for this lovely evening! I hope you will enjoy your stay and take advantage of every difference the city of Detroit has to offer including amazing restaurants and night life. Thanks for stopping by!
-710,"I love traveling, cooking (jambalaya!!), sewing, painting and enjoying all kinds of outdoor activities.  I am a part of a small arts collective in Houston called African Artists.We are passionate about food and drink, outdoor adventures, learning and we love to bring great talks with us when we travel."
-709,My daughter and I love to travel and enjoy hosting travelers. We have used airBnB services for numerous vacations and we truly enjoy living in a place where so many people from so many places come and experience the beauty and entertainment of the great city of Denver.
-708,"Art found on the walls are by Walt Disney, Woody Allen and Christopher Hampton.  Floral finds by Sue Cole and Ashleigh Rodgers.  We live on a hill side about ½ mile from the beach."
-707,"I am traveling, simple, hardworking, and involved in my community.  I love sports and fun.  My favorite activities are running, bicycling, snow skiing, tennis, and road trips.  Life is all about balance."
-706,"I am a native EMT. I work in Atlanta.  Being around people creates a different life experience for me. My love for the outdoors is in full swing, my BJJ (as a fighter) is completely healthier than it used to be and I have a huge love for the outdoors and scuba diving!"
-705,Gotta love being backpacking in the American West.  Mid 50's Grandparent; Plan to run a few 40 mile hikes to camp during the week and 250 mile hikes to backpacking trips when I can get to the mountains.
-704,"Rashad is a young entrepreneur focused on creating an 'unblended best of' product and service experience. He is also an Aussie Abroad-MBA graduate and an anesthesiologist. He loves traveling, everything from surfing to traveling to gardening!"
-703,"We're a couple from Portland, Oregon.  We love great wine and coffee and live in the Pacific Northwest with our  son, Queenie  B, and young  Labrador mix, Sam.  We look forward to hosting you and making your stay wonderful."
-702,"I have lived in Arizona for more than 30 years and  enjoy exploring my beautiful state. I am a mother of 2 wonderful boys, love to travel and to be outdoors.  My family is easy going, and enjoys time at the beach, my home, and in the mountains."
-701,"Hi! I'm a thin (5'2'), Fun loving and out going Business Associate that just loves getting out and about and I love interacting with new people.  I'd love to have you and have lots of suggestions for your stay in the different areas of Atlanta."
-700,"Hello!I enjoy traveling with my wife on whim, sometimes we do both vacations!  I also love experiencing the different cultures around the world and strive to travel as often as possible. I love hosting and being a host!"
-699,We love to travel and offer other bnb travelers a very comfortable and convenient place to stay when they visit Phoenix. I am also a Realtor in the Phoenix area and can provide many helpful tips to ensure your stay is a pleasant and memorable.
-698,"HiI'm Flor, a former executive at Abercrombie & Fitch . I currently run my own social media media marketing agency as well.I'm also a college student! I love basketball, music, and planning my life."
-697,My husband and I have been married for 31 years. We have 3 grown children. We travel often for business or just get away and enjoy life to the fullest.
-696,"Originally from Costa Rica I am living in sunny Santa Monica, California with my lovely girlfriend I'm a professional hairstylist ,and a mom of 2 beautiful girls.Traveling is what I love. My favorite way to travel is by car, light aircrafts can be my weekend luxury."
-695,"I'm a long time Tucson resident - originally from Jamaica, New York  and just moved to Tucson about 10 years ago. I love talking, cooking, traveling, and people of all walks of life.I'm also a rather quiet host and like to focus on guests with schedules which allow."
-694,"I am an Afghan living in Los Angeles with my husband, two sons and a daughter. We love traveling, sports, fashion and food... We live in a large beautiful house and we live together with family and friends."
-693,"I'm a big Twin Cities fan and love being near a beach for swimming and surfing. I'm a professional basketball and soccer player, and enjoy golfing and watching soccer games. I also love country music.  I also enjoy movies and am a diehard fan of 'Breaking Bad'."
-692,"I love traveling myself and am using Airbnb with some of my other properties. Airbnb helps us to take care of our hosts and take care of our guests, we love it"
-691,"I am a great host and a great person. Being a great host should give guests a reason to stay here. We will provide great accommodations, plenty of free company and best quality food and drinks available. Our focus is on the guest. We would go above and beyond to make sure your stay is fantastic."
-690,"Hi I'm Bojan and I'm a Phoenix native. I moved to Phoenix and filled my days traveling and visiting beautiful places, never expecting my life to become a career I love. I live my life to the best of my ability and hope you enjoy your journey!"
-689,"Hi, I am very interested in meeting people from all over the world who travel abroad in search of a vibrant and diverse environment. I have a room that I always consider myself as a guest and I look forward to being your host."
-688,"I'm a single mama of two gorgeous kids who are busy enjoying their lives. I've lived and worked all over the world and very passionate about what I do! I love to travel, eat gourmet food, and spend my life traveling more and doing more new things."
-687,Our long term vacation rentals are a safe and relaxing setting for travelers. We personally travel to enjoy vacation rentals and meet with clients and loved ones! We look forward to hosting you soon.~Sarah & Tony
-686,My husband and I travel as often as we can for business or pleasure. I am a Realtor and he is an Economist. We want to travel as much as possible and find new and interesting places to stay!
-685,"Hi, I'm Alina. I love travel and sightseeing and spending time with my family. I'm new to AirBnB but I'm looking forward to meeting guests. I'm also a public radio producer so I look forward to sharing my home with you!"
-684,I am trying to start and run a small business but have not made any money yet. I am 34 years old. I have lived in Las Vegas for 8 years now. I really love the city. If you stay in my place you have my word you will have a fantastic experience.
-683,My name is Kathleen.  I am living in Portland Oregon and in love with the wonderful city.I am a holistic horticulturalian with 5 acres of flowers in my backyard. I produce a fragrant herbal tea which my clients call magic tincture.  It is rich and exceptionally relaxing. I love this city and offer you a comfortable and lovely stay.
-682,"I'm a writer and a mom, living in Westchester Beach, California. I enjoy meeting people, dining out, and spending time on the water, with my husband, Gracian and our four young daughters."
-681,"Hello - I was born and raised in the Detroit area. I come from a large extended family and have travelled quite a bit throughout Eastern Europe. I try to travel at least once a year to a more inland area.I am an artist, highly sought after in my area for my artwork."
-680,"I am a father, my wife, Fiona, is a welder, our daughter, Natalie, is 11,  and our cat, who lives with us, if you need a hand.  We love animals, good coffee, designing architectural homes, eating out with friends, the beach, travel and experiencing new places."
-679,Born and raised in Las Vegas. Love to travel. Air BnB has enabled me to travel more the past few years than I thought possible. I appreciate the life style and lifestyle that all cultures and countries provide.
-678,"I love California!!  I am also very tall, so maybe not the ideal Airbnb host for everyone, but glad to share the joy of CA with guests, and I am very open to feedback!"
-677,"I'm a big camper who loves to have people around and love to share my space. A musician, I love the Sun and music.I'm in and out of this great city as quickly as possible, so I try to be a great guest!"
-676,"I am family and friends oriented. I love to travel, run marathons and spend time with my friends and family. When I am not traveling I like to work and practice physical therapy. Most of the time when I travel I will just be staying at the host house and traveling with my pets. I am very organized and clean"
-675,"Retired Canadian banker turned entrepreneur; born in Latvia and spent much of my life in Slovenia; born in Slovenia and living in San Francisco for the past 40 years; married for 37 years, more than forty years and five children; retired from the financial sector  (€6000 business).One of my hobbies is to ski and play tennis."
-674,"I run a travel agency called \\NY Travel. When I travel, I like to have my personal bed and I like to do my own laundry. When I am traveling, I like to shop in establishments that are clean and I like to do my own hair and makeup when I travel."
-673,"Hello, my name is Eric and I'm an adventure-seeking professional.I love being outside and I love to spend time with friends and family. I am serious and passionate about life. I believe in success and community and I believe that business can make people happy. If there’s something I can do to make your trip memorable, let me know."
-672,A guy from the South Bay who loves to travel and stays in a lot of fun air bnb places.I love good food and wine & movie at home as well as being with family and friends
-671,Love creating happy human homes.  I love where we live in San Francisco and love sharing it with travelers.  I have the world's best hostess skills and am always a shout if there's anything you need or want!
-670,"I am a 25 year old male and I live in El Paso, Tx, USA.  I work at Home Security Systems & I have a nice apartment, which I rent to people from all over the world on a temporary basis as well.  I like meeting new people."
-669,Hello there! My name is Kaitlyn. I live in the area with my husband and a friend. You are most welcome to stay in our guest room! Hope to see you soon!
-668,"Keith is in the RN / BSN program and originally hails from the Commonwealth of Massachusetts but calls New Hampshire home. He loves to run, hike and bike. As a RN he has successfully completed in 3 years and also participates in a pretty adventurous fitness regime and meets frequently with fellow Gaiters. Yup that's right, Gaiters."
-667,We have just purchased our 2nd home this year and already have made some renovations and additions. This has been our go to vacation rental and we wanted to give it to others to enjoy just as much as we did when we were staying at another property. You will love your stay with us!
-666,"I'm a single mom who loves to spend time with my 5 kids and traveling to visit family. When I'm not at home, I'm out enjoying the fun stuff that Las Vegas has to offer."
-665,"I'm a simple person, and I love to travel. I'd just like to tell you that my home is  very special because it is a cozy place.  I've added the most important things for Airbnb. Rooms, laminate floors, and energy efficient appliances. You have your own private entrance and privacy, very reasonable prices, and fresh food and drinks."
-664,HiI'm Ben.   We recently re-opened our long-term apartment on Airbnb.   It's about 3 miles from Key Biscayne and 7 miles from Key Biscayne...and there's always beach if you want to relax or swim and play.  We look forward to welcoming you and yours to our home!
-663,"Growing up in the northwesterly, Atlanta could be part of country music country. We went to vacation rentals like hot rods and had a DJ cruise our world listening to the remixes and trance. The best places for relaxation."
-662,"Our family does a lot of travel around the world, and love hosting in both public and private spaces, often inviting our guest to stay at one of our 2 comfortable AirBnB homes."
-661,"What do I do? I'm a Pharmacy Coach & ADHD Coach.I love running, biking, hiking, reading, spending time with family & friends. I love to explore & experience new places.I'm a Host to a lot of amazing AirBnB travelers."
-660,U.S. Consul. L.P. ? I have lived in Miami all my life and can advise you all things to do. I speak Dutch and English and am very passionate about travel.
-659,"I'm Yvonne.I'm a Miami native, and always interested in figuring out ways to explore Miami. I don’t have a car, but I do have a cat, dog and I always leave a note for my hotel to call me ifI'm busy or if I need anything!"
-658,"Hi!I'm an entrepreneur, living in Nashville, TN. When I'm not running my barbershop or working from home, you can find me relaxing at the beach, working out in my gym, or traveling (sometimes alone, sometimes with my wife). I love meeting new people and meeting interesting new places!"
-657,"My husband and I are always searching for the most comfortable, out of the way spot to rent. Renting thru an airbnb, we figured why not try it.  After sharing two places with various guests, we have found our way onto a new level of hosting. We hope you'll enjoy your stay."
-656,We are a professional couple with a very interesting home together.  We enjoy traveling and hosting and hope to enrich our guests and learn how much we can learn from them.
-655,"Hello, my name is Zaya (pronounced zaya)  and my husband and I love meeting people from all over the world! We have traveled quite a lot and do our best to create a pleasant experience while staying in our AirBnB property. We hope to see you soon."
-654,"I'm a US Airways Executive First Class traveler. Former construction manager and entrepreneur. Work in consumer products and my wife is a full time Secretary, public relations and business developer and provides corporate level contracts."
-653,"I am a single mother, a arts educator, a designer, and live/work in San Francisco. I am in the care and preschool of an awesome couple named Mike and Jocelyn."
-652,"My name is Jennifer and I am a yogi and beximalist who loves to travel and have fun. I am enjoying hosting guests in my wonderful cosy, second-story studio and I would love the opportunity to share it with you!"
-651,"I work as a technology consultant to Stanford University, and love travel! I have done a lot of solo travel.  I have never travelled with an Air B & B host.  Looking forward to meeting new people and offering local recommendations."
-650,"Hi, we are Alisa and Jeremy. We moved to Reno in 2011 after moving from Charlotte, NC and met while working at a oil exploration company in the New Mexico Chihuahua desert. We have really enjoyed getting to use Airbnb ourselves, and we know it's a wonderful way for people like us to travel and get to know new places!"
-649,"My name is Sarah. I'm a little Midwesterner at heart, but born and raised in the heart of Colorado. I work in the real estate industry and  love to stay active.  When I'm not working I'm tending to family and my unique and well trained schnauzer."
-648,"I love to travel.  I love Asian and Mexican food, and I am enjoying becoming an Airbnb host.  I'm from NY, but moved to MO 15 years ago for school and just love it.  I love to explore the outdoors with my two small dogs and enjoy movies, yoga, coffee, wine and good food."
-647,"I am a researcher who is an expert on musical theatre. I love reading and travel.  I have a book collection of 15+ books.  I am a moderator for a literary forums at The Guggenheim Museum, live music venue, and art gallery."
-646,"The Pueblo is a small agricultural village located in Tucson and is home to eight families and 15 guests that reside in the four adjacent buildings (located between this neighborhood and Phu Quoc). If you are out on your own, we hope that you will find us during your stay and that you will enjoy your time here."
-645,"I've lived in the Detroit area my entire life.  I've got a business in Canton, MI.  I also own and operate a photography school in Mexico City.  I love travel and looking forward to having my place to share with travelers."
-644,"Living in beautiful El Paso, TX. People, culture, and food are the BEST! I'm also a host. I have created something of my very own; a comfortable, modern, clean home.  Don't hesitate to get in touch. I love meeting new people."
-643,"I have a passion for creating spaces that let others feel comfortable, happy, relaxed, clean and at peace.  I love designing and art.  I believe that all of us can find tremendous happiness with and from one another at the end of the day, when we have a small laugh, a hug, or a sip of water."
-642,"Hello! I am Shani and this is my husband Phil.  We have a son and a daughter.We were born and raised in Louisville, Kentucky, but we actually moved here 5 years ago to take care of my mom.  We love to travel and meet new people and I think the airbnb is a great way to get that experience!"
-641,"I am the mother of two wonderful kids and husband to a wonderful love making, and working hard to make our family better.  When the time is right we love to share hospitality and hospitality with others."
-640,"I like big mountains with great views, then a town with great food and sights and old homes and summer cottages!  I like a big volume of books to draw from, exploring new places and meeting new people!  We started calling on AirBnB and are so happy to have our own guest!"
-639,"I live with my wife and 5 little ones in our quaint neighborhood of Chatsworth.  I love to travel so I like the ability to stay at destinations other than hotels.  I have 2 feet below ground now, so my main residence is no longer a hotel."
-638,"We're a busy family of four. We love to travel together, I play piano and violin and my wife is a singer, and we love our public art studio located next door to our home. We have two lovely daughters and enjoy spending time with friends and family."
-637,"I am a marketing executive. I was born and raised in Seattle, WA. I am an active young man.  I spend much of my time out exploring or under the sun (need to stay on the sand a lot!)."
-636,"I am a high school English teacher  from Albuquerque, New Mexico. My husband Bob and I are avid travelers and love meeting new people and sharing stories. We love the outdoors and travelling to great destinations such as Great Britain, France, Mexico, Hawaii, Arizona, ... Visit other countries like Brazil ,Japan, New Zealand and Peru !!"
-635,Just a high school teacher and realtor! He's a ranch man from Colorado. We have 3 amazing kids and they're away at college and baby's houses.  This home is for hosting people when they visit our area! We love having people as guests and sharing with our friends! We look forward to having you!
-634,"Love traveling! Love hosting people.  Most international travelers just can’t live without good food! Hosting is my favorite part of traveling, please welcome me to your home.It’s my pleasure to meet you!"
-633,I am a career high school teacher. Married to the love of my life and a retired grandmother. Love to travel. English Is my first language but I love the idea of learning other languages and eating with new friends.
-632,"I'm a 30-something M.Ed student with an emphasis in theater, dance, and health. I have a passion for traveling, and it’s those experiences that have shaped my values and experiences as an Airbnb host. I enjoy traveling with friends to other cities or regions, reading, writing, and traveling with people I’d love to hang out with."
-631,"Hello! I am a caterer of many years. I love traveling and meeting people from all over the world. The places I stay in are usually peaceful and not touristy or noisy. Though I don't have the cool, fresh place, but you will enjoy our picturesque city and enjoy it as much as I do."
-630,"I love adventure, travel and meeting new people.  I love to make new friends and spend time with my family.  As well as being a host I am very responsible for ensuring the safety of my guests and expect my guests to be respectful of my home."
-629,I'm a proud entrepreneur that loves to travel and experience new things. I designed these apartments and offices with a lot of personality and character in hopes to give my friends and guests a wonderful way to stay while they travel.  Hope you enjoy!
-628,"I love art, travel, the outdoors, and family.-I work from home and travel frequently for work-I work in the financial sector so I am an expert on X-risk issues"
-627,"I'm John, a passionate entrepreneur based out of the Seattle area.  My wife Caitlan and I are both business women and passionate about building tech-powered companies which helps to support our family through our boarding partners."
-626,"Charles is an Accountant in the real estate industry. Janet works for The N.E.A.T.D.N.G. Foundation which services men and women in the criminal justice system with traumatic brain injury (TBI). She loves people, travel and learning about different cultures. She speaks French, Spanish, German and English. She enjoys reading and keeping busy."
-625,"My husband and I are a young professional couple living in one of the best parts of NYC! We love traveling, good food and wine, great conversation and relaxing outside in nature. Come stay with us!"
-624,"Hey, thanks for stopping by! I'm Darrin. We're a couple of friends that love to travel. We enjoy hanging out with great people and trying new restaurants. We will be your hosts and guests during your stay."
-623,I am excited to host guests from all over the world in my home and have had the unique opportunity to host guests from several countries through Airbnb. I am excited to meet and host you and hope you enjoy your stay with me.
-622,"Hi, My name is Stephen and I love traveling and doing different things with my life.  My favorite way to relax is to simply be outside, relax in the sun, enjoy the breeze, and have a glass of red wine."
-621,Filmmaker and Producer / fashion studentWe are Chris and Bridget and we are looking forward to hosting other travelers in our house and to creating a warm and inviting atmosphere for them.
-620,Last winter we spent a week at the beach in Acapulco Mexico which really helped loosen up our legs. We love to hike and paddleboard all the time and are always on the hunt for adventures!
-619,Hello my name is Kwa  kweon yen. I am very friendly and friendly. I love to meet people and I am very open for learn about culture from other people. I hope you enjoy my home as I do.
-618,"I've lived and traveled all over the world, but I love living in Oakland where I can walk the neighborhood, check out the coffee shops and restaurants, and go on coffee adventures. It's a magical city you'll fall in love with. I look forward to hosting you!"
-617,"Hi,My family and I love traveling to different destinations for vacation and work. Airbnb is the perfect solution for us and we are excited to host wonderful people on our property."
-616,Airbnb co-hosts. My name is Karissa R. I am a Seattle native and love hosting guests in my home. I am a single woman who loves to travel and would LOVE to find a place to stay even more travelers.
-615,"We live in Fountain Valley, but currently call Silver Lake home. We are passionate about creating unforgettable experiences in our homes for our guests.  We're excited to share our beautiful homes with you."
-614,Hi!  We are a home style AC and refrigerator rental business named The Gentlemen's Club!  Our mission is to provide you with warm comfortable spaces and have a great time!  We want you to be relaxed and enjoy your stay.  We welcome you to come with us and explore the beautiful beauty of this city of Denver!
-613,"The family business. We love traveling, our babies, and showing the world. We were born and raised in Miami. My husband is originally from Kansas City and I am originally from Illinois. I am a fountain of culture, love meeting new people and enjoy discovering new places."
-612,Occupation: Graduate StudentCountry of origin: USAAll natural soaps and sleep helpsCures hangovers in one eveningQuality sleep as time to rest and recoveryLife motto: Don't waste time and energy on vacations. Live each day to the fullest and enjoy life!
-611,"We love to travel and meet new people and learn from different cultures. We also truly love our home, our city and our city's neighbors. We enjoy sharing our beautiful home with everyone that comes our way. We work to create environments for relaxation and a little inner peace."
-610,"Rich lifestyle,Dishonoring to money is the simplest not to influence others,Cannot live with the sight of fools dying,Falling from their pleasure,Self love is the inability to live with same regret,Here lies the plan,are three bacchanalian.Connect with the abode."
-609,"I live in Chicago, moved to New York in 2000 for real estate, and now like to explore the world. I am a Business Director for a healthcare-focused startup here in New York."
-608,I enjoy hosting and meeting new people .  I work part time at a big law firm and part time at a boutique law firm in DC.  I work evenings and weekends.  I love traveling to places where the people are warmer and hospitable and keep the idea of offering a home very open.
-607,I'm a registered nurse and my husband is a security guard in the event I am ill. We have 2 kids and they grow up and move out on their own.
-606,"We are a young married couple that have lived in Huntington Beach for over a decade, and love living in the beach town. We have a son named LoJack. We love to travel and host international visitors who want to experience Huntington Beach."
-605,"I love traveling, cooking, travel movies, and long walks with my dog on sunny days. I'm an accountant by day and a mother by night and a hostess by day and beyond."
-604,"Friendly outgoing self motivated extremely fair easy to get along with easy to trust confident comfortableLife always great, always is fun I love to laugh in life and always love life, always come out with a smile on my face"
-603,"I'm a native of Nashville and want to share my knowledge and resources for our guests to enjoy. I love to hike, snowboard, garden and travel! I love to hear about your travels so don't hesitate to ask!"
-602,I am a photographer who loves the outdoors and variety. I feel fortunate to live in Los Angeles where there are not that many rules. My values are simple. Life is for fun; so live it to the fullest and always don't get stuck in the routine.
-601,HelloI'm Lara. I have lived in Nashville for 5 years now and I love the city. I live downstairs from my guest suite and you are welcome to stay and enjoy your time!
-600,"My wife and I LOVE to travel and have met some incredible people along our journeys. It has been really exciting to share a lot of the wonderful spots with Airbnb guests, and I am really excited to be opening our home to you!"
-599,"I have lived in the Washington DC area all my life. I love to hike and go exploring. My favorite place on the planet is New Zealand. I love all things culinary, travel and being outside. Enjoying home cook to home cook is a hobby of mine."
-598,Mother of 2. Mother of two dogs and two cats. Licensed mental health counselor.Love the music industry and life long adventurousness! Live in Vegas now. Enjoy traveling and love my vegan food.
-597,"Jobs in hospitality allows me to serve visitors. In my spare time, I enjoy going to yoga, playing with my dog, reading books, and enjoying life. Life is short. I had a lovely wife and four beautiful children who remind me of my children. Life is something to be lived."
-596,I moved to Texas for more than 30 years of academic and work as a doctor and have loved life in the Bay Area.   I enjoy meeting people from all over and am always available to help.
-595,"I love to travel and study foreign languages. I am always happy to meet people and provide a place for tourists to relax and have some fun when visiting the Denver area.I am an able, competent and respectful person. I take pride in the care and neatliness of my location. I host to the highest standards."
-594,I am very active in my local communities and enjoy having a home away from home for guests.  I own a cybersecurity company and enjoy hosting and traveling as well.
-593,"I am mostly retired, I am a mother of two little boys. I enjoy people very much. I love to read books on history, words on a chalkboard in my home. I like going to concerts and meeting interesting people."
-592,You can always find great food here! Im a huge outdoorsy person and my place is pretty much like a base camp for my adventures. Im a stuff ninja :)
-591,"Lifelong Boston resident. I love to travel, enjoy cooking, spending time with family and friends, and living in Boston. I am an Adventurous, love to travel, enjoy cooking, spending time with family and friends, and living in Boston."
-590,I have a unique style and love to share it with others. I am passionate about fashion and enjoy working with my hands in my home. I love playing with our four golden retrievers who happen to be our kids. I am interested in taking time out to get to know new people and am excited to host on Airbnb!
-589,"I love to laugh and take charge of life.  My goal is to always help others and help make others happy.  I am committed to my family, friends and community and will do anything I can to help them flourish.My life motto is:  My motto is 'Do to others as you would want done to you.'"
-588,"I am a professional, who enjoys traveling, try new things, meet new people and embrace my inner hippie at times.'Life is too short to not make mistakes. A little regret is good for you!'"
-587,"Backpacking adventure enthusiast from Northern California that loves to travel anywhere.  I'm flexible with various times of the year, and am happy to answer any questions on how I can continue my experience.  Welcome to Colorado and enjoy the new patio that only you will be able to enjoy, and love how warm it will make your home."
-586,"I love helping people.  Being a single mom with two kids has taken up a lot of my time.  I'm a friendly, outgoing, funny, easy going host and don't smoke or drink."
-585,We are a laid back couple with a passion for travel that have had many adventures in different places.   We have one daughter in college and we are in love with the Bay Area.
-584,"Hey there, I'm Mark!A Long-time Westerner, I grew up in the Washington DC metro area but am also into traveling. My background has always revolved around character and experiences, and I like to think that I bring that to my properties as well. Looking forward to hosting you, you!"
-583,"Our family travels a lot -from China to Europe, and everywhere in-between. I am a nurse and my husband is a photographer. We love books, movies and travel. We hope you enjoy your stay in our home, and come visit me and my family in Baltimore!"
-582,"I'm a 28-year old child of the 90's working in the tech industry. I'm currently doing an internship with a startup. Life is really exciting right now, and I look forward to traveling to new places."
-581,Travel is one of my favorite things to do. I love hosting people from all over the world in my town!I'm here to make your stay relaxing and fun!
-580,My boyfriend and I are extremely friendly and outgoing. I love music and art. I also enjoy spending time in nature.I manage a nursing home and have given love and care to my spaces. I love a clean environment. I work hard to provide my guests with a comfortable stay.
-579,"My husband and I work from home so are available to assist you however you need. Our hobbies include fishing, paddle boarding, riding bikes, watching the weather, playing with our little ones and traveling."
-578,"I live in Alpine, CA as an Artist and also I live in one of the most quiet neighborhoods in Long Beach.  I am happy to meet you and offer you best experiences to experience the city as a local and as an Airbnb host."
-577,"I am licensed to promote high quality, upscale-level properties for executive and commercial travelers and host those same properties for executive accommodations. I strive to provide a high level of accommodations and amenities, and a comfortable feel for guests visiting San Diego."
-576,"I'm a fire fighter in Eureka, CA.  I like sports,  I enjoy movies and traveling.  I was here from the Hudson Valley all the way to Chicago.  I like being outdoors, like hiking and stuff.   I've made my home on the east side of Los Angeles.  I have a small corner in Santa Monica."
-575,"Funko X-Men Pop! Movie Street Punks Deadpool (with Iceman) - 'The Natural' - 07221. My husband and I travel often for work. We love Airbnb because of the comfort and privacy of our places. We look forward to hosting and meeting travelers who travel to Orlando, FL."
-574,Spencer and I are in love with Austin and have lived here for 8+ years. Our childhood home and townhouses are about an hour away from Hyde Park and nearly 3 miles from the Austin International Airport. We love our city and would be happy to share it with you!
-573,"I am a very social and friendly person. That works best during my free time. My hobbies include dancing, games of chance, dancing with friends, reading, traveling, fishing and snowboarding. I am a very chill person!"
-572,My name is Ryan. I am 31 years old. I am the medical director of a hospital in San Francisco and I work part time. I have a 3 year old son and I am the main caregiver for my husband Joe. We love travelling and we especially love Airbnb and use our own spaces for vacations and long-term stays.
-571,"I'm a lifestyle designer and mom who loves sports, health and happiness. I love music and meditation and traveling. I live my life to create magic and great memories.My experience is my story of change, evolution, transformation and growth."
-570,"Hello,I live in Miami, Florida.  I have been here for 16 years, although I started going to other countries a few years before I was born.  I like art, fine dining and culture."
-569,"Friendly, easy going , accept everything they say and do. I love meeting new people andI'm outgoing always wanting to know new places to go and things to see. I enjoy  watching a good movie or doing anything sporting at the same time. I travel a lot and the house really comforts me and makes me feel like home."
-568,Hi all! I am a Los Angeles native and long time Airbnb host.  I have enjoyed hosting and meeting all of the wonderful travelers that come to explore our great city and our wonderful community.  Los Angeles has so much to offer and I am happy to be part of sharing it with others.
-567,"Hi, Welcome to our Airbnb!  The Escapes East Nashville is our new experience We are New Yorkers who can recommend great restaurants, shopping, etc for a short-term stay, and we are  good communicators Wanna know more? Let us know. We are there to help!"
-566,"I'm a 25 yr. old Full-Stack Developer who loves to skateboard, play with my dog and love to build community!I want you to have a home away from home experience in DFW!"
-565,I am a consummate hostess and my family and I hope you will enjoy your time here. I hope you will make a memorable experience that was both comfortable and enjoyable. We are an open and welcoming family of two ... we look forward to having you as our guest.
-564,"I am friendly, nice, and fun. I am also high energy. I love sports and traveling too.I'm a wine drinker and a foodie and love to tell stories. I love people andI'm very outgoing!"
-563,"I am a single mother of 4 sons. One of which is overseas. I like to be out working and doing things. I enjoy traveling, listening to music and movies, and spending time with my family and friends."
-562,I'm Holly and my husband Mark and I live in a great neighborhood near downtown Portland with our very furry buddy Angel.  We love to see a movie or two with friends and other cats or dogs.  We are always happy to help guests find special places to stay if they happen to need it!
